id_establecimiento,nom_estab,latitud,longitud,telefono,correoelec,web,radio
7622785,NUTRITION WELLNES AND FITNESS,31.80762886,-116.5952569,0,0,0,2
9498581,THE SKIN GYM,32.6587139,-115.4274516,0,ADMINISTRACION@MARITGENMD.COM,0,2
99375,0MGYM,31.78341413,-116.5983384,6462153442,0,0,2
10094110,115 GIMNASIO,32.6308335,-115.4169632,0,0,0,2
10404884,24 7 FITNESS CENTER,32.65337197,-115.4517882,0,0,0,2
10312785,24 7 FITNESS LOS ALAMOS,32.50619545,-116.9548927,0,0,0,2
10394834,24 7 GYM,31.81644812,-116.5969242,0,0,0,2
9665747,24/7 FITNESS,32.45047314,-117.0255302,6646401691,0,0,2
8515724,24/7 FITNESS,32.46481008,-116.9300605,0,0,0,2
10411758,24/7 FITNESS VISTA DEL RIO,32.48948805,-116.9309886,0,0,0,2
8304618,AB FITNESS,30.51771661,-115.928451,0,0,0,2
7004408,AB FITNESS,30.7127457,-115.987236,0,0,0,2
9963465,AB FITNESS CAMALU,30.83809702,-116.0627736,0,0,0,2
124421,ABSOLUT FITNESS GYM,32.5086432,-116.9843181,6646214335,0,0,2
76670,ACUARIO FITNESS CENTER,32.53156832,-117.1154524,6646801864,ACUA@ONEBOX.COM,0,2
77867,ADRYANA GYM,31.03387231,-114.8333853,6862218008,ADRYANALOPEZ85@HOTMAIL.COM,0,2
103529,AEROZUMBA FITNESS,32.50280112,-116.7944482,6634329220,0,0,2
10002258,ALPHA FITNESS,32.28755277,-115.103883,6861147517,0,0,2
110512,ANIMAL FORCE GYM,32.50963152,-116.8372045,6646055807,0,0,2
10967822,ANYTIME FITNESS,32.65733005,-115.4500605,0,0,0,2
131114,ANYTIME FITNESS GYM,32.37879541,-117.0603036,6616124853,ROSARITOBC@ANITIMEFITNESS.COM.MX,WWW.FITNESSANITIME.COM.MX,2
92144,ARNOLD GYM,32.61953456,-115.4825642,6865561692,0,0,2
11195889,AU FITNESS ESTUDIO,32.50693375,-116.9736623,0,ALEURIARTEFITNESS@GMAIL.COM,0,2
8880158,AURA FITNESS,32.48825023,-116.9963702,0,AURA.FITNESSBOUTIQUE@GMAIL.COM,WWW.AURAFITNESSBOUTIQUE.COM,2
10181182,BABY GYM,32.4346652,-117.0314282,0,0,0,2
9132838,BAJA FITNESS,31.858561,-116.6048055,0,BAJAFITNESS1@GMAIL.COM,0,2
112651,BAJA GYM,32.51709336,-116.9458045,0,0,0,2
99558,BAJAFITNESSGYM&SPA,31.76856925,-116.5657243,6462044013,0,0,2
7017083,BAJAS GYM,32.45562434,-116.995093,0,0,0,2
7049032,BALANCE GYM,32.46700723,-116.8638346,0,0,BALANCEGYMFITNNES.MX,2
65462,BALANCE GYM,32.61433335,-115.4047662,0,0,0,2
147742,BARBAROS GYM,32.46297257,-116.8809904,6641021523,0,0,2
8313006,BE FITNESS,32.48713596,-116.9252173,0,0,0,2
11213500,BE-FIT FITNESS,31.87571073,-116.6331295,0,0,0,2
10440166,BEST FITNESS CENTER,32.66565475,-115.4589781,0,0,0,2
89838,BODY FITNESS II,32.63398157,-115.5755623,6865828755,0,0,2
9687361,BOXING GYM CHAMPION ACORAZADO,32.42429319,-116.9425135,6645887259,0,0,2
123240,BRICKS BOX & FITNESS,32.51481578,-117.0186701,6641104110,BRICSBOXANDFITNESS@GMAIL.COM,0,2
11194078,CARDIO MIX FITNESS,31.72714898,-116.57897,0,0,0,2
84119,CARDIO PLUS FITNESS,32.64533189,-115.381499,0,PLAZANATURA.MXL@GMAIL.COM,0,2
10985163,CASTE ZUMBA FITNESS,31.32129695,-116.2439172,0,0,0,2
106046,CENTAURO GYM,32.4753689,-116.8606971,0,0,0,2
10064038,CENTRAL GYM,32.66391328,-115.416764,6862213087,0,0,2
9979542,CENTRO DE TRANSFORMACION FITNESS,32.60739453,-115.4779719,0,CENTRODETRANSFORMACIONFINESS@GMAIL.COM,0,2
8434093,CENTRO DE TRANSFORMACION FITNESS,32.66315332,-115.4455644,0,0,0,2
11100815,CHAVEZ FITNESS,32.62195616,-115.4431435,0,0,0,2
6912217,CHELSYS GYM,32.53645379,-117.0060827,0,0,0,2
11082883,CHICALI WARRIORS GYM,32.63532065,-115.5208421,0,0,0,2
133007,CITY FITNESS GYM,32.53280326,-117.0733813,6647365843,0,0,2
9628191,CLASICC GYM,32.48591546,-116.8766815,6646038125,0,0,2
11346014,CLUB RADICAL FITNESS,32.52259687,-116.9870653,0,0,0,2
111062,COLISEUM GYM,32.53861577,-116.9304803,6646070499,0,0,2
7138525,COMITE DEPORTIVO GIMNASIO DE BOXEO BALACKZ,32.46368636,-116.8964565,0,0,0,2
96411,CORPORAL FITNESS,31.8619395,-116.6106304,0,0,0,2
7016955,CREA GYM,32.52817095,-117.0136744,0,0,0,2
9143075,CRONOS FITNESS,32.53089345,-117.0116103,0,0,0,2
10121772,DANCE SILVA FITNESS,32.61374062,-115.4746099,6863782661,0,0,2
6959520,DESIREE FITNESS,32.5345252,-117.0462288,6646384180,DESHIDEARREDONDOT@GMAIL.COM,WWW.DESIREEFITNESS.COM,2
8698023,DIANAS GYM,32.56823515,-115.3527928,6861384323,0,0,2
10286301,DREAM FIT JUMP AND FITNESS CLUB,32.63959677,-115.4277419,0,0,0,2
8362022,DUMAS BOXING CLOVER FITNESS,32.57519887,-116.6114599,6655211431,0,0,2
9747373,EDZU GYM,32.50780546,-116.7832675,6643674559,0,0,2
132027,EL CARNALITO GYM,32.35235077,-117.0590787,0,0,0,2
9718035,EL GIMNASIO DEL CENTRO,32.53378152,-117.0397278,0,0,0,2
8370682,ELITE FITNESS GYM,32.60958607,-115.4747317,0,0,0,2
11285814,ELITE GYM,32.51746866,-116.9773985,0,0,0,2
11023753,ELLACTIVA FITNESS CENTER,32.50998364,-116.9283947,6648128887,ELLAACTIVA@GMAIL.COM,0,2
8317379,EM GYM,32.53360995,-117.114974,6642540593,0,0,2
9085081,EM THE GYM,32.34101728,-117.0545627,6611978584,0,0,2
11381646,EM THE GYM,32.34037584,-117.0540799,0,0,0,2
9885092,EMC FITNESS STUDIO,31.88430153,-116.611365,6462082266,0,0,2
11456208,EME FITNESS,32.62355902,-115.441303,0,EMEFITNESSMEXICALI@GMAIL.COM,0,2
11623997,ENERGY FITNESS,32.28461322,-115.0964482,0,0,0,2
10757155,ENERGY GYM,31.78150248,-116.5974024,6461167977,0,0,2
9703244,ENERGYM FITNES,32.61318224,-115.4981631,0,0,0,2
62076,ENSENADA FITNESS,31.82839785,-116.5976459,0,ENSENADAFITNESS@HOTMAIL.COM,0,2
8304152,ENSENADA RESIDENCIAL Y FITNESS,31.85865752,-116.5852811,0,ENSENADAFITNESS@HOTMAIL.COM,0,2
11256171,EVO FITNESS GYM,32.58812022,-115.477143,6862239330,0,0,2
6972822,EVOLUCION GYM,32.63396112,-114.8531228,6865177535,0,0,2
10351124,EVOLUTION FITNESS TRAINING CENTER,32.51222217,-116.9733175,0,0,0,2
138222,EVOLUTION GYM,32.40674161,-117.0482326,6615275278,0,0,2
11200431,EVOLUTION GYM,32.62939609,-115.4138929,0,0,0,2
11258099,EXODO GYM,31.84490614,-116.5943812,0,EXODOGYM_@GMAIL.COM,0,2
6807408,EXTREME GYM FITNESS CENTER,32.60800092,-115.4053714,6862151759,0,0,2
62001,FANNY S GYM,31.8272653,-116.6057707,0,0,0,2
11701971,FC FITNESS,32.51486894,-117.0584607,0,0,0,2
8320202,FF IRON MUSCLE GYM,32.62479966,-115.4101856,0,0,0,2
8320375,FISIC FITNESS,32.60620837,-115.4358602,0,CGONZALEZESPIRITU@GMAIL.COM,0,2
141989,FISICO GYM,32.53923985,-116.9346169,6646472063,0,0,2
8312881,FIT CENTER GIMNASIO STRONG LION,32.46042105,-116.8813355,0,0,0,2
6959800,FITNES GYM CENTER,32.44340579,-117.0129828,6643584082,0,0,2
10319484,FITNESS CENTER,32.57254735,-116.6403984,0,0,0,2
8903879,FITNESS CENTER GYMAER,31.87351914,-116.6251842,6461943451,0,0,2
10510420,FITNESS CHALLENGE,32.49013407,-116.9228779,6643488124,0,0,2
8362403,FITNESS CLUB,32.52959672,-116.9483577,6641676768,FITNESSCLUBTIJUANA@GMAIL.COM,0,2
10482692,FITNESS CLUB ALBA,32.64269387,-115.3518824,0,0,0,2
9898653,FITNESS CLUB LAS TOXICAS,32.48157796,-116.8815554,6646112623,0,0,2
8553064,FITNESS GYM,31.89420332,-116.5802006,0,0,0,2
8346725,FITNESS MEXICALI,32.64368092,-115.4509976,0,FITNESSMEXICALI@GMAIL.COM,0,2
133798,FITNESS MEXICALI,32.64231481,-115.3985904,6865646499,FITNESSMONTECARLO686@GMAIL.COM,0,2
94476,FITNESS MONKEY,31.88336989,-116.6084,6462487798,0,0,2
11333500,FITNESS STUDIO ENTRENAMIENTO FUNCIONAL,32.61620616,-115.4885568,6864053500,0,0,2
11506462,FITSI GYM,32.51694614,-117.014057,0,0,0,2
117434,FLAVELY GIMNASIO INFANTIL,32.51788908,-116.9868544,0,FLAVELY.GAXIOLA@GRUPOGAXIOSA.COM,0,2
6802186,FORZA FITNESS & GYM,31.82558807,-116.6008061,6462108064,ASESORIAS_FISCALES@HOTMAIL.COM,0,2
8304191,FORZA FITNESS GYM,31.87175504,-116.6221512,6462482138,0,0,2
10300170,FOURTE GYM,31.87925686,-116.575085,0,FOURTEGYM.2021@GMAIL.COM,0,2
11386731,FUERZA FITNESS MXL,32.46963166,-115.3094017,0,0,0,2
62636,GET FIT GYM,32.64143579,-115.4955135,6865577480,0,0,2
11671452,GIMNACIO EM GYM,32.5325238,-117.0063394,0,0,0,2
8320879,GIMNACIO EXTREME GYM FITNESS CENTER,32.56656065,-115.3363199,0,0,0,2
11435477,GIMNACIO GYM BOX,32.49197787,-116.9544013,0,0,0,2
11606045,GIMNASIO,32.56491462,-116.5255331,6651504984,0,0,2
8552173,GIMNASIO,32.53363246,-117.059562,6643608984,0,0,2
9538315,GIMNASIO,32.30318118,-117.0400233,0,0,0,2
8402787,GIMNASIO ARES GYM AND FITNESS,32.52839973,-116.9775819,0,0,0,2
135277,GIMNASIO ATLAS,32.50326044,-116.9742705,0,TIJUANAJUSCLE@HOTMQIL.COM,WWW.ATLASGYM.COM.MX,2
97294,GIMNASIO AVE FENIX,30.73217752,-115.986653,0,0,0,2
105540,GIMNASIO BAJA FIT,32.49008169,-116.8540361,6642500211,0,0,2
58140,GIMNASIO BIO SPORT,31.7975623,-116.5879282,6462137132,0,0,2
7368471,GIMNASIO BLITZ,32.50373752,-116.8539476,0,0,0,2
154648,GIMNASIO BODY PLANET,32.43456676,-117.0315222,6649545841,0,0,2
152465,GIMNASIO BOSCO,32.52656926,-117.0326681,6646852603,GOODFACE47@HOTMAIL.COM,0,2
8333660,GIMNASIO CAMELOT,32.4557963,-116.9474394,6643154625,0,0,2
10065469,GIMNASIO CLASSIC GYM,32.50161843,-116.7933583,6646887572,0,0,2
9049208,GIMNASIO DE ACONDICIONAMIENTO FISICO NUEVA ERA,30.50917389,-115.916386,6161016367,0,0,2
121138,GIMNASIO DE BOX,32.53716882,-117.0455584,0,0,0,2
11120093,GIMNASIO DE BOX,32.63077571,-115.5126949,0,0,0,2
56265,GIMNASIO DE BOX AZTECA,32.52662899,-117.0438127,0,0,0,2
11098279,GIMNASIO DE BOX HIDALGO,32.60847607,-115.4427297,0,0,0,2
11452615,GIMNASIO DE BOX ZEPEDA,32.63377778,-114.845722,6862455349,0,0,2
7633847,GIMNASIO DE LUCHA OLIMPICA,30.52927535,-115.9319876,0,0,0,2
84153,GIMNASIO DE PALMAR DE SANTA ANITA,32.62697988,-115.3907413,6862167382,0,0,2
10792840,GIMNASIO DE USO MULTIPLE EL ROSARIO,30.06914347,-115.7178609,0,0,0,2
98457,GIMNASIO DE USOS MULTIPLES,30.72877893,-115.99937,6161016042,0,0,2
140320,GIMNASIO DE USOS MULTIPLES,30.53654035,-115.9369952,0,0,0,2
150719,GIMNASIO DE USOS MULTIPLES,31.72705905,-116.5729645,0,0,0,2
10432176,GIMNASIO DE USOS MULTIPLES,28.09768214,-115.1906166,0,0,0,2
10289116,GIMNASIO DE ZUMBA NEO,31.88952016,-116.5929778,6462605533,0,0,2
9512312,GIMNASIO DEL CENTRO,32.53384245,-117.0404581,6649127769,0,0,2
11693772,GIMNASIO DH,31.85353155,-116.6097396,0,0,0,2
72570,GIMNASIO ELITE MARR,31.85714653,-116.5851322,0,ELITEMARRGYM@HOTMAIL.COM,0,2
112963,GIMNASIO ERNESTO PAJARITO RUIZ,32.50867067,-116.9551028,0,0,0,2
153669,GIMNASIO EVOLUTION,32.4322969,-116.9535982,0,0,0,2
72143,GIMNASIO FEMENIL OLGA,32.62196718,-115.4728062,6865569828,ANTONIO.ORTIZTREJO@GMAIL.COM,0,2
9159790,GIMNASIO FORZA,31.79496148,-116.5935522,0,0,0,2
87205,GIMNASIO FRANKY LEAL,32.6535223,-115.4835253,6861639345,0,0,2
76646,GIMNASIO GENESIS,32.53209817,-117.1230008,0,0,0,2
116641,GIMNASIO GORILA S,32.53178069,-117.0048764,0,0,0,2
8551857,GIMNASIO GRITSU CROSS TRAINING,32.50943466,-117.1188948,0,GRITSU.CF@GMAIL.COM,0,2
76493,GIMNASIO GUERREROS,31.87792763,-116.6099039,0,0,0,2
8356655,GIMNASIO GYM & FITNESS,32.51906113,-116.8897642,6641035163,NEW.LIFE.GYM.SPORT1@GMAIL.COM,0,2
8304640,GIMNASIO INDOMITOS,31.90609886,-116.597668,6462101193,0,0,2
10000444,GIMNASIO IRON BUNNY,32.36455534,-116.9231294,6646406686,0,0,2
85639,GIMNASIO J&J,32.60143685,-115.3955205,6861493616,MESAJ.J@HOTMAIL.COM,0,2
8093621,GIMNASIO LA ZONA,31.39908823,-115.7224907,6461379717,0,0,2
11570587,GIMNASIO LOBOS KM,32.50436828,-116.9030224,0,0,0,2
67132,GIMNASIO MEXICO FITNESS,32.50096917,-117.037756,6642368716,0,0,2
8391798,GIMNASIO MICHELLE,32.66152684,-115.5146635,0,0,0,2
10331254,GIMNASIO MMA,32.51807678,-117.1162015,6631206444,0,0,2
6908483,GIMNASIO MOJICA BOXING TEAM DELANTE,31.8553126,-116.5843424,0,0,0,2
8677635,GIMNASIO MONKY FITNESS,31.89823674,-116.5775756,0,0,0,2
57166,GIMNASIO MUNICIPAL GUSTAVO DIAZ ORDAZ,32.56853494,-116.6422511,0,0,WWW.TECATE.GOG.MX,2
96458,GIMNASIO MUNICIPAL OSCAR TIGRE GARCIA,31.8678176,-116.6129195,6461764494,0,0,2
133557,GIMNASIO OLIMPIA,32.52677772,-117.0763294,6641808671,0,0,2
10770507,GIMNASIO ONLY GOMEZ WOMEN,32.34821037,-117.0413102,6611074473,0,0,2
73224,GIMNASIO PAMEXIA,32.66681296,-115.4280213,6861176181,0,0,2
91655,GIMNASIO PEÑAS,32.62156277,-115.5158096,0,0,0,2
72320,GIMNASIO POWER ZONE,32.61357966,-115.4695248,6865578069,0,0,2
59789,GIMNASIO PROFESIONAL,32.64898315,-115.4530535,0,HUMBERTBRIBIESCA@GMAIL.COM,0,2
137396,GIMNASIO PROFESOR ANTONIO PUENTE ORTIZ,32.63114667,-115.4409665,0,0,0,2
58347,GIMNASIO PUEBLO NUEVO,32.65538125,-115.4967292,0,0,0,2
10089285,GIMNASIO STAGE 1,32.60140086,-115.4726308,6862303089,0,0,2
10611849,GIMNASIO STRONG&HEALT,31.77279526,-116.5695014,0,0,0,2
8369981,GIMNASIO STUDIO TRAINING DANCE NUTRITION,32.66209022,-115.4355311,6862710105,0,0,2
10514276,GIMNASIO TIJUANA 200,32.5129464,-116.9713458,0,0,0,2
57857,GIMNASIO TOP BODY,32.66130306,-115.4845945,0,TOPGYMBODYBUIDDOR@HOTMAIL.COM,0,2
77022,GIMNASIO ULTRA FITNESS,32.60437814,-115.4856878,6865594440,0,0,2
83653,GIMNASIO UNIVERSITARIO E.D. ELIAS CARRANCO HERMOSILLO,32.63393591,-115.4428594,0,0,0,2
72375,GIMNASIO VITAL,31.8635549,-116.6145432,6461772081,0,0,2
8370670,GIMNASIO X3,32.62406322,-115.4291948,6865633674,0,WWW.CGA.COM,2
114380,GIMNASIO XCALIBUR,32.50796018,-116.9267427,6649786222,DANMMTZ26@GMAIL.COM,WWW.XCALIBUR.COM,2
138785,GIMNASIO X-TREME BAJA FITNESS,32.51377307,-116.8785847,0,0,0,2
76003,GIMNASIO YASVER,32.51807678,-117.1162015,0,0,0,2
11249054,GIMNASIO ZAYDA TORRES,32.63472605,-115.4368805,0,0,0,2
126399,GIMNASIO ZEUS GYM,32.47339824,-116.9478588,0,ACTITUDGLADIATORS@GMAIL.COM,WWW.GLADIATORSTJ.COM,2
9670270,GIMSHARK FITNES GIMNASIO,32.35709822,-117.060082,6618507797,0,0,2
10418559,GJ GYM TRAINING,32.63915493,-115.4310398,6869454705,0,0,2
106908,GLADIATOR GYM,32.5138555,-116.8640709,0,FACTURACIONGLADIATORS@GAMIL.COM,0,2
11003642,GLOBO GYM,30.72821466,-115.9878681,0,0,0,2
10624821,GOLDS POWER GYM,32.53388979,-117.0592008,6648487419,0,0,2
8304718,GORYLAS GYM,31.78283901,-116.5883863,0,0,0,2
76489,GT FITNESS,31.87771952,-116.6094985,0,0,0,2
10909247,GUERRERO FITNESS,30.73391686,-115.9904605,0,0,0,2
8766278,GYM,32.51547562,-116.9485162,0,0,0,2
6977750,GYM,32.09945004,-116.870306,6461511221,0,0,2
10551283,GYM 20/7,32.53350877,-117.0425847,6633351664,0,0,2
11365444,GYM 24/7 FITNES,32.51366301,-116.8871773,0,0,0,2
8361856,GYM ABRIL,32.47421088,-116.8377623,6651091463,0,0,2
9252775,GYM ABSOLUT POWER,32.62990288,-115.5053938,0,0,0,2
67653,GYM ACUATICA CEMAA,31.85793022,-116.6103826,0,0,0,2
11212618,GYM AGUILAR & GALLO,31.77814668,-116.5777527,6463880545,0,0,2
73781,GYM AMAZONAS,31.86630147,-116.5917319,0,SOTO0124@YAHOO.COM,0,2
146778,GYM APOLO,32.48427897,-116.9229107,6643406002,MAURODENUEVO@GMAIL.COM,0,2
78525,GYM ARROMA,32.29008033,-115.1013487,0,0,0,2
133614,GYM BODY MASTER,32.52751984,-117.0726597,0,0,0,2
10166190,GYM BOX,32.53563665,-116.9777972,6643042570,0,0,2
11652816,GYM BOX LA TEACHER,32.49932805,-116.8693524,6194080592,0,0,2
10160239,GYM COBRA,32.52859953,-117.0488718,0,0,0,2
6973071,GYM CROSSFIT ZERO,32.28823432,-115.1076108,6861003202,0,0,2
8334125,GYM CUBANITO,32.47015222,-116.9833061,6641646641,0,0,2
8320450,GYM DE BOX FRONTERA,32.70892923,-114.743737,0,0,0,2
7622077,GYM EL MIRADOR,32.53279345,-117.09081,0,NVRROOCR057@GMIL.COM,0,2
10075841,GYM EUPHORIA,32.52486632,-117.1160928,0,0,0,2
126752,GYM EVOLUTION,32.48078658,-116.9379464,6641661888,0,0,2
10395117,GYM FENIX,32.47041001,-116.9230503,0,0,0,2
9297271,GYM FITNES CLUB,32.51753593,-117.1162083,6646041332,0,0,2
88320,GYM FLEX,32.66347075,-115.4308278,6863556666,0,0,2
7346065,GYM FORTEZA TRAINING CENTER,32.49374528,-116.9551825,6643297510,0,0,2
10537377,GYM FR,32.60007496,-115.4559874,6861377730,0,0,2
82852,GYM GIMNACIO DE LULU,32.58580063,-115.4302923,0,0,0,2
6960259,GYM HEAVY DUTY,32.48203101,-117.0709608,6642808957,0,0,2
10597654,GYM HIBRYD FIGTH,32.51256076,-116.9715318,6641847885,0,0,2
90413,GYM JUST FIT,32.65002168,-115.5295838,0,0,0,2
6189582,GYM LEON,32.60048015,-115.3889887,6865921793,0,0,2
9602933,GYM LOZADA,32.42827852,-116.9653873,0,0,0,2
7622386,GYM MAXIMUN POWER,32.7148368,-114.7281534,0,0,0,2
10430314,GYM MONARCAS,32.5987543,-115.4783057,6863771752,0,0,2
10203333,GYM MR POPO,32.51257518,-114.9297238,0,0,0,2
6930261,GYM OLYMPUS,32.63410015,-115.5227245,0,0,0,2
128920,GYM POWER METALL,32.46869747,-116.9867056,6645431507,0,0,2
71884,GYM PRO LIFE,31.85894279,-116.5946341,6461607834,PROLAFEGYM@HOTMAIL.COM,0,2
76612,GYM PROFITNESS,31.87456293,-116.6039214,6461326362,0,0,2
10988187,GYM SIN NOMBRE,32.47899241,-116.9404125,0,0,0,2
10245721,GYM SIN NOMBRE,32.52872007,-117.0547849,0,0,0,2
9671472,GYM SIN NOMBRE,32.48491612,-117.036432,0,0,0,2
10680552,GYM SIN NOMBRE,30.40372506,-115.8893891,0,0,0,2
98512,GYM SOLORIO,30.73285295,-115.9897853,6161114067,0,0,2
10905039,GYM SPINNING,32.65568346,-115.5431929,6861817840,0,0,2
10039571,GYM THE FACTORY,32.405066,-117.0490438,6643673021,0,0,2
83207,GYM TOTAL FITNES,32.63310728,-115.4470597,0,OFICINA@TOTALFITMX.COM,0,2
127905,GYM UNIVERSAL,32.4814472,-117.0380729,0,0,0,2
10792602,GYM UP CENTER,32.63182351,-115.4210253,6862255431,0,0,2
83051,GYM URBAN FITNES,32.58864525,-115.4476541,0,0,0,2
9719037,GYM VIVE FITNESS,32.3697495,-117.0491504,0,0,0,2
7623143,GYM WOW,32.45817213,-117.0348226,6641748343,0,WWW.WOWPERSONALTRAININGSTUDIO.COM,2
79356,GYM ZONE,32.62645905,-114.8572326,0,0,0,2
119618,GYMNASTICA HOLISTICA,32.5173195,-117.1160113,6646099087,0,0,2
8728045,HAPPY WOMAN FITNESS,32.65989622,-115.4594957,0,0,0,2
10681837,HARD WORK GYM,32.46169015,-116.8313862,0,0,0,2
8772707,HARDCORE FITNESS GYM,32.50551342,-116.9792134,0,HARDCOREFITNESSGYM2021@GMAIL.COM,0,2
10078182,HCO GYM,32.61442219,-115.4476606,6862627119,0,0,2
7138054,HERCULES GIM AND FITNESS,32.49793235,-116.9102405,0,0,0,2
65867,HOME GYM,32.62071504,-115.4296943,6865685702,0,0,2
11438079,HORUS GYM H,32.22106457,-116.9178786,0,0,0,2
11496068,IFIT GIMNASIO,32.51393705,-116.8938621,0,0,0,2
7634092,IMPACT FITNESS,32.52947402,-117.0266418,0,INFORMACION@IMPACTFINESSMX.COM,WWW.IMPACTFITNESSMX.COM,2
6423661,IMPACTA FITNESS,31.77293493,-116.5768031,6461995443,0,0,2
101218,IMPERIO GYM,31.84948847,-116.6040891,0,IMPERIOGYM.ENS@GMAIL.COM,0,2
10570535,IN SHAPE FITNESS BOUTIQUE,32.66321811,-115.4364959,0,0,0,2
9687234,INFINITY GYM,32.36577088,-117.0528489,0,FRITZJOE@OUTLOOK.COM,0,2
7369075,INNOVA GYM,32.50160829,-116.8931957,0,V_JOSE@HOTMAIL.COM,0,2
7622228,IRON BODY GIMNASIO,32.51395532,-117.083595,0,0,0,2
6916000,IRON GYM,32.61054219,-115.39963,6861739444,0,0,2
9581518,JACKIE NAVA GYM,32.51222134,-116.9724143,0,0,0,2
10235214,JOSEPH BOXING GYM,32.60985141,-115.4984396,0,0,0,2
11114771,JULIUS GYM,32.44538496,-117.0104775,0,0,0,2
6930038,KALY JR BOXING GYM,32.65405013,-115.4941471,6863936255,0,0,2
78380,KENAS GYM,32.28206132,-115.1004522,6861950180,0,0,2
9926677,KO GYM,32.63126834,-115.4252984,6865499226,0,0,2
76469,KRAKEN FITNESS,31.87929898,-116.6102055,0,0,0,2
7047994,LA JAULA GYM,32.56027236,-116.5918689,6651210878,0,0,2
6960139,LA JOYA FITNESS,32.49054813,-117.0852692,0,LAJOYAFITNESS@GMAIL.COM,0,2
8849572,LD TRAINNING GYM,32.62396965,-115.4800517,0,0,0,2
9580997,LF GYM,30.73045423,-115.9945263,0,0,0,2
127779,LIFE FITNESS,32.49474163,-117.037822,6646345899,0,0,2
126318,LIFE GYM FITNESS CENTER,32.47911634,-116.9551608,0,0,0,2
7346107,M-A FITNESS,32.52936166,-116.9848953,6644359460,0,0,2
99046,MANEADERO FITNESS,31.72061433,-116.5724913,0,0,0,2
10112432,MASTER FITNESS ROSARITO,32.3634515,-117.0500776,0,HERIBERTO.TC70@GMAIL.COM,0,2
122013,MAYKITO BOXING GYM,32.52593863,-117.0375207,6641793050,0,0,2
91102,MEXICALI TOTAL GYM,32.64354437,-115.5056946,0,0,0,2
8402650,MILISIA GYM,32.46880211,-116.9870478,0,0,0,2
7623073,MK FITNESS,32.53390414,-116.9502392,6646470496,0,0,2
8312719,MODERN FITNESS GYM,32.45387315,-116.8370345,0,0,0,2
11634827,MONA FITNESS,32.47971559,-116.9372301,0,0,0,2
8320954,MONITOS GYM,32.56859593,-116.625148,0,0,0,2
7048572,MONSTER GYM,32.51152188,-114.9219931,6861224047,0,0,2
109530,MONSTER GYM,32.51468253,-116.8878657,6641230475,0,0,2
10997797,MUSCLEFIT GYM TIJUANA,32.43590653,-117.0314441,6632066780,0,0,2
92838,MXL FITNESS GYM,32.57919254,-115.4713807,0,MXLFIT@GMAIL.COM,WWW.MXLFITNESSGYM.COM.MX,2
136549,NATURAL S GYM,32.51111261,-116.8721063,6643793444,0,0,2
137908,NAUTILIUS GYM,32.49066971,-116.971577,0,0,0,2
53875,NEO GYM,32.56456603,-116.6268928,0,0,0,2
7816034,NEX GYM,32.46040756,-116.8864846,0,BEBAS1@LIVE.COM.MX,0,2
6806602,NEXGYM,32.47819521,-116.9941162,0,JOHANVIDANETA@NEXGYM.MX,0,2
56325,NEXT EVOLUTION GYM,32.52283382,-117.0407375,0,MARKO_VP_51@HOTMAIL.COM,0,2
7048003,NIETOS GYM,32.55788303,-116.5923277,6651210443,0,0,2
11228651,NOVA GIMNASIO,30.56883916,-115.9442393,0,0,0,2
